,filename,T
126,train_127.csv,6
127,train_128.csv,6
128,train_129.csv,5
129,train_130.csv,10
130,train_131.csv,8
131,train_132.csv,3
132,train_133.csv,3
133,train_134.csv,4
134,train_135.csv,3
135,train_136.csv,8
136,train_137.csv,5
137,train_138.csv,4
138,train_139.csv,4
139,train_140.csv,5
140,train_141.csv,3
141,train_142.csv,6
142,train_143.csv,3
143,train_144.csv,3
144,train_145.csv,16
145,train_146.csv,6
146,train_147.csv,9
147,train_148.csv,9
148,train_149.csv,4
149,train_150.csv,4
150,train_151.csv,4
151,train_152.csv,5
152,train_153.csv,5
153,train_154.csv,6
154,train_155.csv,3
155,train_156.csv,9
156,train_157.csv,3
157,train_158.csv,5
158,train_159.csv,4
159,train_160.csv,5
160,train_161.csv,5
161,train_162.csv,13
162,train_163.csv,3
163,train_164.csv,5
164,train_165.csv,5
165,train_166.csv,4
166,train_167.csv,7
167,train_168.csv,5
168,train_169.csv,8
169,train_170.csv,5
170,train_171.csv,6
171,train_172.csv,3
172,train_173.csv,10
173,train_174.csv,3
174,train_175.csv,4
175,train_176.csv,5
176,train_177.csv,4
177,train_178.csv,19
178,train_179.csv,6
179,train_180.csv,4
180,train_181.csv,8
181,train_182.csv,15
182,train_183.csv,3
183,train_184.csv,5
184,train_185.csv,3
185,train_186.csv,4
186,train_187.csv,6
187,train_188.csv,4
188,train_189.csv,7
189,train_190.csv,3
190,train_191.csv,4
191,train_192.csv,13
192,train_193.csv,7
193,train_194.csv,5
194,train_195.csv,3
195,train_196.csv,6
196,train_197.csv,4
197,train_198.csv,6
198,train_199.csv,4
199,train_200.csv,5
200,train_201.csv,5
201,train_202.csv,5
202,train_203.csv,8
203,train_204.csv,5
204,train_205.csv,11
205,train_206.csv,3
206,train_207.csv,6
207,train_208.csv,9
208,train_209.csv,3
209,train_210.csv,5
210,train_211.csv,4
211,train_212.csv,6
212,train_213.csv,6
213,train_214.csv,3
214,train_215.csv,4
215,train_216.csv,7
216,train_217.csv,6
217,train_218.csv,5
218,train_219.csv,6
219,train_220.csv,7
220,train_221.csv,4
221,train_222.csv,3
222,train_223.csv,3
223,train_224.csv,4
224,train_225.csv,4
225,train_226.csv,5
226,train_227.csv,3
227,train_228.csv,4
228,train_229.csv,16
229,train_230.csv,3
230,train_231.csv,13
231,train_232.csv,8
232,train_233.csv,8
233,train_234.csv,4
234,train_235.csv,5
235,train_236.csv,7
236,train_237.csv,4
237,train_238.csv,3
238,train_239.csv,12
239,train_240.csv,4
240,train_241.csv,4
241,train_242.csv,6
242,train_243.csv,15
243,train_244.csv,17
244,train_245.csv,5
245,train_246.csv,7
246,train_247.csv,5
247,train_248.csv,3
248,train_249.csv,6
249,train_250.csv,5
250,train_251.csv,4
251,train_252.csv,6
252,train_253.csv,3
253,train_254.csv,4
254,train_255.csv,4
255,train_256.csv,5
256,train_257.csv,5
257,train_258.csv,3
258,train_259.csv,6
259,train_260.csv,4
260,train_261.csv,6
261,train_262.csv,4
262,train_263.csv,3
263,train_264.csv,3
264,train_265.csv,7
265,train_266.csv,3
266,train_267.csv,4
267,train_268.csv,4
268,train_269.csv,4
269,train_270.csv,5
270,train_271.csv,4
271,train_272.csv,5
272,train_273.csv,4
273,train_274.csv,5
274,train_275.csv,4
275,train_276.csv,6
276,train_277.csv,5
277,train_278.csv,5
278,train_279.csv,10
279,train_280.csv,5
280,train_281.csv,4
281,train_282.csv,10
282,train_283.csv,8
283,train_284.csv,7
284,train_285.csv,6
285,train_286.csv,3
286,train_287.csv,10
287,train_288.csv,3
288,train_289.csv,7
289,train_290.csv,3
290,train_291.csv,4
291,train_292.csv,6
292,train_293.csv,4
293,train_294.csv,4
294,train_295.csv,6
295,train_296.csv,4
296,train_297.csv,4
297,train_298.csv,7
298,train_299.csv,3
299,train_300.csv,10
300,train_301.csv,9
301,train_302.csv,6
302,train_303.csv,4
303,train_304.csv,5
304,train_305.csv,6
305,train_306.csv,16
306,train_307.csv,3
307,train_308.csv,4
308,train_309.csv,7
309,train_310.csv,6
310,train_311.csv,5
311,train_312.csv,5
312,train_313.csv,4
313,train_314.csv,6
314,train_315.csv,3
315,train_316.csv,8
316,train_317.csv,8
317,train_318.csv,5
318,train_319.csv,6
319,train_320.csv,5
320,train_321.csv,6
321,train_322.csv,3
322,train_323.csv,6
323,train_324.csv,15
324,train_325.csv,7
325,train_326.csv,4
326,train_327.csv,5
327,train_328.csv,5
328,train_329.csv,3
329,train_330.csv,5
330,train_331.csv,5
331,train_332.csv,17
332,train_333.csv,10
333,train_334.csv,3
334,train_335.csv,8
335,train_336.csv,4
336,train_337.csv,4
337,train_338.csv,6
338,train_339.csv,7
339,train_340.csv,6
340,train_341.csv,4
341,train_342.csv,4
342,train_343.csv,5
343,train_344.csv,6
344,train_345.csv,16
345,train_346.csv,3
346,train_347.csv,3
347,train_348.csv,3
348,train_349.csv,3
349,train_350.csv,4
350,train_351.csv,4
351,train_352.csv,9
352,train_353.csv,7
353,train_354.csv,5
354,train_355.csv,3
355,train_356.csv,12
356,train_357.csv,8
357,train_358.csv,7
358,train_359.csv,6
359,train_360.csv,5
360,train_361.csv,3
361,train_362.csv,6
362,train_363.csv,4
363,train_364.csv,6
364,train_365.csv,5
365,train_366.csv,7
366,train_367.csv,14
367,train_368.csv,3
368,train_369.csv,4
369,train_370.csv,10
370,train_371.csv,4
371,train_372.csv,4
372,train_373.csv,5
373,train_374.csv,3
374,train_375.csv,4
375,train_376.csv,4
376,train_377.csv,8
377,train_378.csv,8
378,train_379.csv,5
379,train_380.csv,4
380,train_381.csv,10
381,train_382.csv,6
382,train_383.csv,4
383,train_384.csv,5
384,train_385.csv,3
385,train_386.csv,4
386,train_387.csv,5
387,train_388.csv,4
388,train_389.csv,6
389,train_390.csv,4
390,train_391.csv,5
391,train_392.csv,4
392,train_393.csv,3
393,train_394.csv,4
394,train_395.csv,3
395,train_396.csv,11
396,train_397.csv,4
397,train_398.csv,8
398,train_399.csv,4
399,train_400.csv,6
400,train_401.csv,3
401,train_402.csv,8
402,train_403.csv,6
403,train_404.csv,8
404,train_405.csv,3
405,train_406.csv,5
406,train_407.csv,4
407,train_408.csv,3
408,train_409.csv,6
409,train_410.csv,4
410,train_411.csv,5
411,train_412.csv,3
412,train_413.csv,4
413,train_414.csv,5
414,train_415.csv,7
415,train_416.csv,15
416,train_417.csv,5
417,train_418.csv,3
418,train_419.csv,7
419,train_420.csv,4
420,train_421.csv,3
421,train_422.csv,12
422,train_423.csv,3
423,train_424.csv,4
424,train_425.csv,4
425,train_426.csv,4
426,train_427.csv,19
427,train_428.csv,5
428,train_429.csv,9
429,train_430.csv,3
430,train_431.csv,6
431,train_432.csv,7
432,train_433.csv,5
433,train_434.csv,6
434,train_435.csv,4
435,train_436.csv,11
436,train_437.csv,7
437,train_438.csv,4
438,train_439.csv,8
439,train_440.csv,3
440,train_441.csv,7
441,train_442.csv,7
442,train_443.csv,7
443,train_444.csv,7
444,train_445.csv,8
445,train_446.csv,3
446,train_447.csv,5
447,train_448.csv,6
448,train_449.csv,3
449,train_450.csv,20
450,train_451.csv,7
451,train_452.csv,4
452,train_453.csv,7
453,train_454.csv,8
454,train_455.csv,3
455,train_456.csv,4
456,train_457.csv,4
457,train_458.csv,10
458,train_459.csv,8
459,train_460.csv,3
460,train_461.csv,7
461,train_462.csv,3
462,train_463.csv,5
463,train_464.csv,3
464,train_465.csv,3
465,train_466.csv,9
466,train_467.csv,6
467,train_468.csv,6
468,train_469.csv,4
469,train_470.csv,4
470,train_471.csv,3
471,train_472.csv,4
472,train_473.csv,3
473,train_474.csv,3
474,train_475.csv,3
475,train_476.csv,3
476,train_477.csv,3
477,train_478.csv,6
478,train_479.csv,5
479,train_480.csv,5
480,train_481.csv,5
481,train_482.csv,14
482,train_483.csv,3
483,train_484.csv,7
484,train_485.csv,13
485,train_486.csv,17
486,train_487.csv,3
487,train_488.csv,5
488,train_489.csv,9
489,train_490.csv,3
490,train_491.csv,6
491,train_492.csv,15
492,train_493.csv,4
493,train_494.csv,7
494,train_495.csv,5
495,train_496.csv,4
496,train_497.csv,6
497,train_498.csv,4
498,train_499.csv,12
499,train_500.csv,5
500,train_501.csv,3
501,train_502.csv,6
502,train_503.csv,4
503,train_504.csv,5
504,train_505.csv,4
505,train_506.csv,6
506,train_507.csv,6
507,train_508.csv,14
508,train_509.csv,7
509,train_510.csv,5
510,train_511.csv,4
511,train_512.csv,17
512,train_513.csv,5
513,train_514.csv,6
514,train_515.csv,9
515,train_516.csv,9
516,train_517.csv,5
517,train_518.csv,3
518,train_519.csv,4
519,train_520.csv,9
520,train_521.csv,10
521,train_522.csv,5
522,train_523.csv,5
523,train_524.csv,6
524,train_525.csv,4
525,train_526.csv,5
526,train_527.csv,10
527,train_528.csv,7
528,train_529.csv,3
529,train_530.csv,6
530,train_531.csv,3
531,train_532.csv,3
532,train_533.csv,9
533,train_534.csv,20
534,train_535.csv,5
535,train_536.csv,4
536,train_537.csv,9
537,train_538.csv,3
538,train_539.csv,4
539,train_540.csv,11
540,train_541.csv,5
541,train_542.csv,9
542,train_543.csv,4
543,train_544.csv,4
544,train_545.csv,7
545,train_546.csv,8
546,train_547.csv,5
547,train_548.csv,4
548,train_549.csv,8
549,train_550.csv,8
550,train_551.csv,4
551,train_552.csv,3
552,train_553.csv,6
553,train_554.csv,13
554,train_555.csv,15
555,train_556.csv,8
556,train_557.csv,3
557,train_558.csv,4
558,train_559.csv,7
559,train_560.csv,4
560,train_561.csv,5
561,train_562.csv,4
562,train_563.csv,8
563,train_564.csv,4
564,train_565.csv,6
565,train_566.csv,3
566,train_567.csv,6
567,train_568.csv,4
568,train_569.csv,4
569,train_570.csv,4
570,train_571.csv,7
571,train_572.csv,4
572,train_573.csv,4
573,train_574.csv,4
574,train_575.csv,6
575,train_576.csv,8
576,train_577.csv,3
577,train_578.csv,5
578,train_579.csv,5
579,train_580.csv,5
580,train_581.csv,6
581,train_582.csv,4
582,train_583.csv,8
583,train_584.csv,3
584,train_585.csv,3
585,train_586.csv,3
586,train_587.csv,3
587,train_588.csv,4
588,train_589.csv,3
589,train_590.csv,5
590,train_591.csv,3
591,train_592.csv,7
592,train_593.csv,8
593,train_594.csv,4
594,train_595.csv,3
595,train_596.csv,4
596,train_597.csv,6
597,train_598.csv,5
598,train_599.csv,9
599,train_600.csv,17
600,train_601.csv,10
601,train_602.csv,6
602,train_603.csv,5
603,train_604.csv,3
604,train_605.csv,4
605,train_606.csv,4
606,train_607.csv,9
607,train_608.csv,20
608,train_609.csv,3
609,train_610.csv,18
610,train_611.csv,7
611,train_612.csv,4
612,train_613.csv,3
613,train_614.csv,9
614,train_615.csv,14
615,train_616.csv,3
616,train_617.csv,4
617,train_618.csv,5
618,train_619.csv,8
619,train_620.csv,3
620,train_621.csv,4
621,train_622.csv,3
622,train_623.csv,9
623,train_624.csv,4
624,train_625.csv,3
625,train_626.csv,4
626,train_627.csv,6
627,train_628.csv,4
628,train_629.csv,7
629,train_630.csv,5
630,train_631.csv,4
631,train_632.csv,3
632,train_633.csv,4
633,train_634.csv,13
634,train_635.csv,3
635,train_636.csv,3
636,train_637.csv,3
637,train_638.csv,6
638,train_639.csv,3
639,train_640.csv,3
640,train_641.csv,6
641,train_642.csv,5
642,train_643.csv,7
643,train_644.csv,7
644,train_645.csv,3
645,train_646.csv,5
646,train_647.csv,4
647,train_648.csv,7
648,train_649.csv,9
649,train_650.csv,3
650,train_651.csv,4
651,train_652.csv,9
652,train_653.csv,6
653,train_654.csv,13
654,train_655.csv,6
655,train_656.csv,3
656,train_657.csv,5
657,train_658.csv,18
658,train_659.csv,7
659,train_660.csv,9
660,train_661.csv,5
661,train_662.csv,5
662,train_663.csv,3
663,train_664.csv,4
664,train_665.csv,5
665,train_666.csv,10
666,train_667.csv,5
667,train_668.csv,10
668,train_669.csv,7
669,train_670.csv,4
670,train_671.csv,5
671,train_672.csv,15
672,train_673.csv,6
673,train_674.csv,4
674,train_675.csv,3
675,train_676.csv,7
676,train_677.csv,6
677,train_678.csv,5
678,train_679.csv,3
679,train_680.csv,5
680,train_681.csv,3
681,train_682.csv,6
682,train_683.csv,19
683,train_684.csv,4
684,train_685.csv,4
685,train_686.csv,4
686,train_687.csv,4
687,train_688.csv,4
688,train_689.csv,4
689,train_690.csv,4
690,train_691.csv,13
691,train_692.csv,7
692,train_693.csv,4
693,train_694.csv,7
694,train_695.csv,7
695,train_696.csv,4
696,train_697.csv,11
697,train_698.csv,4
698,train_699.csv,3
699,train_700.csv,9
700,train_701.csv,20
701,train_702.csv,10
702,train_703.csv,7
703,train_704.csv,7
704,train_705.csv,4
705,train_706.csv,6
706,train_707.csv,20
707,train_708.csv,4
708,train_709.csv,9
709,train_710.csv,4
710,train_711.csv,4
711,train_712.csv,3
712,train_713.csv,3
713,train_714.csv,3
714,train_715.csv,4
715,train_716.csv,6
716,train_717.csv,16
717,train_718.csv,4
718,train_719.csv,5
719,train_720.csv,4
720,train_721.csv,5
721,train_722.csv,5
722,train_723.csv,6
723,train_724.csv,3
724,train_725.csv,4
725,train_726.csv,5
726,train_727.csv,5
727,train_728.csv,5
728,train_729.csv,4
729,train_730.csv,6
730,train_731.csv,11
731,train_732.csv,4
732,train_733.csv,7
733,train_734.csv,17
734,train_735.csv,13
735,train_736.csv,6
736,train_737.csv,11
737,train_738.csv,5
738,train_739.csv,8
739,train_740.csv,3
740,train_741.csv,13
741,train_742.csv,9
742,train_743.csv,6
743,train_744.csv,3
744,train_745.csv,3
745,train_746.csv,4
746,train_747.csv,11
747,train_748.csv,4
748,train_749.csv,13
749,train_750.csv,8
750,train_751.csv,5
751,train_752.csv,19
752,train_753.csv,4
753,train_754.csv,7
754,train_755.csv,5
755,train_756.csv,9
756,train_757.csv,8
757,train_758.csv,5
758,train_759.csv,3
759,train_760.csv,3
760,train_761.csv,20
761,train_762.csv,4
762,train_763.csv,4
763,train_764.csv,11
764,train_765.csv,13
765,train_766.csv,9
766,train_767.csv,4
767,train_768.csv,8
768,train_769.csv,3
769,train_770.csv,13
770,train_771.csv,8
771,train_772.csv,6
772,train_773.csv,18
773,train_774.csv,6
774,train_775.csv,4
775,train_776.csv,6
776,train_777.csv,5
777,train_778.csv,13
778,train_779.csv,20
779,train_780.csv,7
780,train_781.csv,13
781,train_782.csv,5
782,train_783.csv,5
783,train_784.csv,3
784,train_785.csv,6
785,train_786.csv,8
786,train_787.csv,6
787,train_788.csv,7
788,train_789.csv,5
789,train_790.csv,4
790,train_791.csv,4
791,train_792.csv,5
792,train_793.csv,8
793,train_794.csv,4
794,train_795.csv,3
795,train_796.csv,3
796,train_797.csv,3
797,train_798.csv,6
798,train_799.csv,8
799,train_800.csv,5
800,train_801.csv,4
801,train_802.csv,4
802,train_803.csv,8
803,train_804.csv,13
804,train_805.csv,4
805,train_806.csv,18
806,train_807.csv,5
807,train_808.csv,3
808,train_809.csv,8
809,train_810.csv,3
810,train_811.csv,10
811,train_812.csv,11
812,train_813.csv,3
813,train_814.csv,5
814,train_815.csv,4
815,train_816.csv,8
816,train_817.csv,5
817,train_818.csv,4
818,train_819.csv,3
819,train_820.csv,4
820,train_821.csv,6
821,train_822.csv,3
822,train_823.csv,5
823,train_824.csv,3
824,train_825.csv,16
825,train_826.csv,10
826,train_827.csv,9
827,train_828.csv,4
828,train_829.csv,11
829,train_830.csv,5
830,train_831.csv,10
831,train_832.csv,3
832,train_833.csv,5
833,train_834.csv,7
834,train_835.csv,9
835,train_836.csv,6
836,train_837.csv,4
837,train_838.csv,5
838,train_839.csv,7
839,train_840.csv,4
840,train_841.csv,8
841,train_842.csv,4
842,train_843.csv,12
843,train_844.csv,3
844,train_845.csv,3
845,train_846.csv,4
846,train_847.csv,4
847,train_848.csv,3
848,train_849.csv,5
849,train_850.csv,8
850,train_851.csv,7
851,train_852.csv,6
852,train_853.csv,4
853,train_854.csv,4
854,train_855.csv,16
855,train_856.csv,5
856,train_857.csv,7
857,train_858.csv,12
858,train_859.csv,3
859,train_860.csv,3
860,train_861.csv,4
861,train_862.csv,5
862,train_863.csv,3
863,train_864.csv,4
864,train_865.csv,15
865,train_866.csv,6
866,train_867.csv,3
867,train_868.csv,4
868,train_869.csv,7
869,train_870.csv,8
870,train_871.csv,7
871,train_872.csv,4
872,train_873.csv,4
873,train_874.csv,4
874,train_875.csv,3
875,train_876.csv,5
876,train_877.csv,11
877,train_878.csv,4
878,train_879.csv,5
879,train_880.csv,4
880,train_881.csv,4
881,train_882.csv,6
882,train_883.csv,7
883,train_884.csv,3
884,train_885.csv,4
885,train_886.csv,19
886,train_887.csv,4
887,train_888.csv,10
888,train_889.csv,4
889,train_890.csv,7
890,train_891.csv,16
891,train_892.csv,6
892,train_893.csv,4
893,train_894.csv,12
894,train_895.csv,3
895,train_896.csv,4
896,train_897.csv,14
897,train_898.csv,6
898,train_899.csv,4
899,train_900.csv,4
900,train_901.csv,4
901,train_902.csv,5
902,train_903.csv,8
903,train_904.csv,3
904,train_905.csv,10
905,train_906.csv,3
906,train_907.csv,5
907,train_908.csv,9
908,train_909.csv,6
909,train_910.csv,5
910,train_911.csv,4
911,train_912.csv,12
912,train_913.csv,4
913,train_914.csv,3
914,train_915.csv,7
915,train_916.csv,3
916,train_917.csv,4
917,train_918.csv,3
918,train_919.csv,3
919,train_920.csv,3
920,train_921.csv,3
921,train_922.csv,7
922,train_923.csv,4
923,train_924.csv,3
924,train_925.csv,5
925,train_926.csv,6
926,train_927.csv,3
927,train_928.csv,5
928,train_929.csv,5
929,train_930.csv,3
930,train_931.csv,6
931,train_932.csv,5
932,train_933.csv,6
933,train_934.csv,5
934,train_935.csv,9
935,train_936.csv,7
936,train_937.csv,3
937,train_938.csv,6
938,train_939.csv,3
939,train_940.csv,6
940,train_941.csv,4
941,train_942.csv,5
942,train_943.csv,9
943,train_944.csv,3
944,train_945.csv,7
945,train_946.csv,5
946,train_947.csv,5
947,train_948.csv,5
948,train_949.csv,5
949,train_950.csv,4
950,train_951.csv,5
951,train_952.csv,11
952,train_953.csv,8
953,train_954.csv,14
954,train_955.csv,3
955,train_956.csv,5
956,train_957.csv,6
957,train_958.csv,3
958,train_959.csv,4
959,train_960.csv,5
960,train_961.csv,8
961,train_962.csv,3
962,train_963.csv,10
963,train_964.csv,15
964,train_965.csv,4
965,train_966.csv,3
966,train_967.csv,5
967,train_968.csv,4
968,train_969.csv,6
969,train_970.csv,4
970,train_971.csv,9
971,train_972.csv,4
972,train_973.csv,6
973,train_974.csv,5
974,train_975.csv,8
975,train_976.csv,6
976,train_977.csv,4
977,train_978.csv,5
978,train_979.csv,4
979,train_980.csv,7
980,train_981.csv,3
981,train_982.csv,9
982,train_983.csv,4
983,train_984.csv,5
984,train_985.csv,4
985,train_986.csv,7
986,train_987.csv,3
987,train_988.csv,3
988,train_989.csv,6
989,train_990.csv,4
990,train_991.csv,16
991,train_992.csv,8
992,train_993.csv,3
993,train_994.csv,4
994,train_995.csv,4
995,train_996.csv,5
996,train_997.csv,4
997,train_998.csv,10
998,train_999.csv,3
999,train_1000.csv,7
1000,train_1001.csv,3
1001,train_1002.csv,3
1002,train_1003.csv,3
1003,train_1004.csv,4
1004,train_1005.csv,4
1005,train_1006.csv,3
1006,train_1007.csv,3
1007,train_1008.csv,5
1008,train_1009.csv,6
1009,train_1010.csv,10
1010,train_1011.csv,4
1011,train_1012.csv,8
1012,train_1013.csv,5
1013,train_1014.csv,9
1014,train_1015.csv,4
1015,train_1016.csv,4
1016,train_1017.csv,4
1017,train_1018.csv,5
1018,train_1019.csv,4
1019,train_1020.csv,4
1020,train_1021.csv,13
1021,train_1022.csv,10
1022,train_1023.csv,5
1023,train_1024.csv,4
1024,train_1025.csv,10
1025,train_1026.csv,6
1026,train_1027.csv,4
1027,train_1028.csv,7
1028,train_1029.csv,10
1029,train_1030.csv,13
1030,train_1031.csv,9
1031,train_1032.csv,5
1032,train_1033.csv,6
1033,train_1034.csv,3
1034,train_1035.csv,9
1035,train_1036.csv,9
1036,train_1037.csv,7
1037,train_1038.csv,7
1038,train_1039.csv,3
1039,train_1040.csv,5
1040,train_1041.csv,3
1041,train_1042.csv,4
1042,train_1043.csv,17
1043,train_1044.csv,3
1044,train_1045.csv,6
1045,train_1046.csv,3
1046,train_1047.csv,4
1047,train_1048.csv,6
1048,train_1049.csv,8
1049,train_1050.csv,15
1050,train_1051.csv,5
1051,train_1052.csv,17
1052,train_1053.csv,4
1053,train_1054.csv,4
1054,train_1055.csv,8
1055,train_1056.csv,8
1056,train_1057.csv,11
1057,train_1058.csv,3
1058,train_1059.csv,3
1059,train_1060.csv,3
1060,train_1061.csv,3
1061,train_1062.csv,8
1062,train_1063.csv,9
1063,train_1064.csv,13
1064,train_1065.csv,6
1065,train_1066.csv,8
1066,train_1067.csv,13
1067,train_1068.csv,7
1068,train_1069.csv,8
1069,train_1070.csv,14
1070,train_1071.csv,4
1071,train_1072.csv,6
1072,train_1073.csv,4
1073,train_1074.csv,4
1074,train_1075.csv,7
1075,train_1076.csv,4
1076,train_1077.csv,6
1077,train_1078.csv,4
1078,train_1079.csv,4
1079,train_1080.csv,6
1080,train_1081.csv,3
1081,train_1082.csv,10
1082,train_1083.csv,18
1083,train_1084.csv,4
1084,train_1085.csv,5
1085,train_1086.csv,5
1086,train_1087.csv,3
1087,train_1088.csv,3
1088,train_1089.csv,4
1089,train_1090.csv,6
1090,train_1091.csv,11
1091,train_1092.csv,6
1092,train_1093.csv,4
1093,train_1094.csv,3
1094,train_1095.csv,7
1095,train_1096.csv,3
1096,train_1097.csv,5
1097,train_1098.csv,3
1098,train_1099.csv,7
1099,train_1100.csv,3
1100,train_1101.csv,5
1101,train_1102.csv,6
1102,train_1103.csv,7
1103,train_1104.csv,5
1104,train_1105.csv,4
1105,train_1106.csv,5
1106,train_1107.csv,5
1107,train_1108.csv,10
1108,train_1109.csv,17
1109,train_1110.csv,5
1110,train_1111.csv,6
1111,train_1112.csv,7
1112,train_1113.csv,15
1113,train_1114.csv,3
1114,train_1115.csv,8
1115,train_1116.csv,5
1116,train_1117.csv,11
1117,train_1118.csv,6
1118,train_1119.csv,6
1119,train_1120.csv,6
1120,train_1121.csv,3
1121,train_1122.csv,7
1122,train_1123.csv,8
1123,train_1124.csv,3
1124,train_1125.csv,14
1125,train_1126.csv,4
1126,train_1127.csv,4
1127,train_1128.csv,4
1128,train_1129.csv,5
1129,train_1130.csv,4
1130,train_1131.csv,8
1131,train_1132.csv,4
1132,train_1133.csv,5
1133,train_1134.csv,7
1134,train_1135.csv,8
1135,train_1136.csv,5
1136,train_1137.csv,6
1137,train_1138.csv,3
1138,train_1139.csv,11
1139,train_1140.csv,7
1140,train_1141.csv,3
1141,train_1142.csv,6
1142,train_1143.csv,15
1143,train_1144.csv,3
1144,train_1145.csv,7
1145,train_1146.csv,7
1146,train_1147.csv,4
1147,train_1148.csv,3
1148,train_1149.csv,4
1149,train_1150.csv,6
1150,train_1151.csv,10
1151,train_1152.csv,5
1152,train_1153.csv,6
1153,train_1154.csv,19
1154,train_1155.csv,4
1155,train_1156.csv,3
1156,train_1157.csv,4
1157,train_1158.csv,4
1158,train_1159.csv,4
1159,train_1160.csv,4
1160,train_1161.csv,4
1161,train_1162.csv,4
1162,train_1163.csv,4
1163,train_1164.csv,3
1164,train_1165.csv,4
1165,train_1166.csv,6
1166,train_1167.csv,4
1167,train_1168.csv,3
1168,train_1169.csv,6
1169,train_1170.csv,3
1170,train_1171.csv,5
1171,train_1172.csv,5
1172,train_1173.csv,5
1173,train_1174.csv,4
1174,train_1175.csv,3
1175,train_1176.csv,6
1176,train_1177.csv,5
1177,train_1178.csv,6
1178,train_1179.csv,3
1179,train_1180.csv,4
1180,train_1181.csv,6
1181,train_1182.csv,3
1182,train_1183.csv,5
1183,train_1184.csv,4
1184,train_1185.csv,4
1185,train_1186.csv,5
1186,train_1187.csv,4
1187,train_1188.csv,4
1188,train_1189.csv,4
1189,train_1190.csv,6
1190,train_1191.csv,5
1191,train_1192.csv,3
1192,train_1193.csv,5
1193,train_1194.csv,5
1194,train_1195.csv,5
1195,train_1196.csv,5
1196,train_1197.csv,4
1197,train_1198.csv,3
1198,train_1199.csv,3
1199,train_1200.csv,4
1200,train_1201.csv,5
1201,train_1202.csv,4
1202,train_1203.csv,5
1203,train_1204.csv,6
1204,train_1205.csv,5
1205,train_1206.csv,4
1206,train_1207.csv,4
1207,train_1208.csv,5
1208,train_1209.csv,5
1209,train_1210.csv,3
1210,train_1211.csv,8
1211,train_1212.csv,5
1212,train_1213.csv,9
1213,train_1214.csv,6
1214,train_1215.csv,7
1215,train_1216.csv,7
1216,train_1217.csv,4
1217,train_1218.csv,3
1218,train_1219.csv,3
1219,train_1220.csv,7
1220,train_1221.csv,6
1221,train_1222.csv,4
1222,train_1223.csv,5
1223,train_1224.csv,9
1224,train_1225.csv,6
1225,train_1226.csv,8
1226,train_1227.csv,3
1227,train_1228.csv,5
1228,train_1229.csv,10
